GR,DTCO,RES,RHOB
100.583,127.6345,5.12897,2.190744
102.8911,127.9645,6.50866,2.184344
103.8665,128.2944,7.72717,2.180917
104.1784,128.7187,8.13904,2.181765
105.0391,129.143,8.30705,2.185372
106.1731,129.4404,8.20814,2.19414
105.2647,129.7379,7.96317,2.20422
103.3397,129.8317,7.06042,2.213562
103.7828,129.9255,5.25471,2.218212
105.4047,129.8623,4.39966,2.214949
105.6106,129.7991,4.431,2.204713
105.1115,129.6774,5.08615,2.188079
105.3146,129.5557,5.78026,2.174948
105.8672,129.6108,5.75961,2.167846
106.3008,129.666,5.95755,2.163655
106.6751,130.2826,6.57241,2.162178
109.0141,130.8992,7.16729,2.160742
112.3313,132.1052,7.29715,2.149686
113.1006,133.3112,7.1647,2.125763
112.6016,134.5313,7.06801,2.082655
108.8077,135.7514,6.81144,2.018388
103.3737,136.3409,6.84694,1.921698
96.81232,136.9304,7.6255,1.814796
89.6898,136.7197,10.67729,1.722247
85.28172,136.509,16.20168,1.652941
82.22495,135.9017,24.46733,1.622586
81.96318,135.2944,28.63629,1.63707
83.09283,134.8958,28.94476,1.713814
86.21711,134.4972,23.69095,1.820823
90.33438,134.539,14.27741,1.932058
95.58308,134.5807,8.54972,2.032406
101.395,134.8574,6.8975,2.112479
108.4079,135.134,6.72423,2.168532
116.0186,135.4019,6.96621,2.195148
119.8809,135.6698,6.93611,2.204167
121.8772,135.7764,6.94612,2.204759
121.9507,135.883,7.12623,2.204039
121.067,135.7295,7.34703,2.201707
118.8857,135.576,7.46784,2.198269
116.0586,135.1277,7.44841,2.195044
114.8842,134.6794,7.41668,2.193594
114.5326,133.9724,7.63521,2.194706
112.8546,133.2653,7.8136,2.196593
110.5161,132.4412,7.89602,2.201193
109.1275,131.6171,7.95519,2.207851
108.2116,130.9109,8.01216,2.215676
107.1008,130.2047,8.07356,2.224206
105.8928,129.747,8.00376,2.234056
107.7612,129.2892,7.8656,2.247901
111.1612,128.9425,7.95291,2.261077
111.5175,128.5959,8.14915,2.271423
110.3584,128.2175,8.27395,2.278342
107.5456,127.839,8.01061,2.280375
103.9095,127.475,7.39006,2.272815
103.7258,127.111,7.11853,2.260066
105.2609,126.8351,7.21471,2.249106
106.9885,126.5592,7.32511,2.238123
108.8121,126.4297,7.38859,2.232015
110.8824,126.3001,7.40351,2.237801
113.0754,126.4551,7.41891,2.248491
113.9253,126.61,7.32775,2.254069
114.1067,127.172,7.054,2.255152
113.3639,127.7341,6.59739,2.252995
112.161,128.4442,6.17464,2.245563
110.1507,129.1544,5.88918,2.235251
107.7385,129.4202,5.93204,2.221891
104.5702,129.6861,6.13467,2.20715
101.0255,129.2132,6.64193,2.191133
97.72237,128.7404,7.51101,2.175849
94.53951,127.5864,8.89215,2.165399
92.46349,126.4324,11.14462,2.160937
90.9385,124.7695,12.95809,2.159502
90.46983,123.1066,12.84072,2.158153
90.52705,121.3806,11.17635,2.155738
90.4552,119.6546,9.80541,2.152945
90.31911,118.3267,10.21915,2.149843
90.14035,116.9989,11.0568,2.14526
89.94033,116.1751,11.01648,2.137884
89.25958,115.3513,10.92066,2.129002
88.33952,114.9582,11.8866,2.120997
86.63966,114.5652,13.91683,2.114894
84.55161,114.5145,16.74574,2.110511
84.07708,114.4639,21.14041,2.10784
84.4058,114.4684,20.03209,2.112942
84.39109,114.4729,13.53929,2.122261
84.20541,114.2909,12.89597,2.129149
84.51006,114.1089,15.63139,2.134407
85.0588,113.9708,23.35505,2.13917
84.74361,113.8326,23.9157,2.139544
83.99834,113.8711,14.08702,2.132257
83.42954,113.9095,10.56923,2.123712
82.94861,113.9854,13.08166,2.119474
81.96352,114.0613,21.65529,2.120003
80.72744,114.2492,27.61712,2.125954
82.64294,114.4371,20.95551,2.134351
86.12737,114.5526,11.60219,2.139848
87.86857,114.6681,8.90365,2.138656
88.74192,114.2296,9.82748,2.128711
89.19879,113.7911,13.83648,2.11421
89.44832,112.8429,21.22948,2.097172
87.38734,111.8947,34.7949,2.082263
84.17612,111.004,45.0721,2.075041
82.1509,110.1133,47.90961,2.075662
80.7161,109.8128,43.53886,2.08699
80.78065,109.5124,38.24883,2.104967
81.59164,110.0158,33.59385,2.125251
82.68921,110.5191,26.55987,2.142712
83.92946,111.648,15.47568,2.154154
86.17422,112.7769,8.74409,2.16069
88.91907,113.8874,8.93805,2.158669
89.83636,114.998,11.60191,2.148075
89.84383,115.1683,14.78534,2.133259
88.88839,115.3386,18.08088,2.120365
87.45359,114.1988,17.90405,2.108996
84.35283,113.059,16.75535,2.09717
80.42271,111.263,22.70711,2.087846
78.26102,109.467,33.12067,2.082068
76.97971,107.9209,39.2696,2.076257
74.638,106.3749,42.45874,2.069034
71.76839,105.5486,48.3622,2.064164
70.48144,104.7224,53.64339,2.061267
69.98237,104.7231,53.14231,2.058271
69.63017,104.7238,47.94835,2.055876
69.35107,105.3742,36.48035,2.060117
72.09043,106.0245,27.52913,2.07021
76.33247,106.8819,27.25884,2.084522
79.94977,107.7392,30.75853,2.096117
83.25606,108.2804,32.19542,2.09914
83.7959,108.8217,22.0986,2.098989
82.95852,108.8209,14.34508,2.095804
80.89385,108.8201,12.29054,2.089036
78.2182,108.5203,15.0559,2.076778
76.09159,108.2204,23.57119,2.062553
74.2383,107.8535,36.59426,2.054291
72.78574,107.4866,41.42447,2.050858
71.53268,106.9139,33.10572,2.048272
70.78313,106.3413,25.3308,2.046127
70.28422,105.4649,23.34027,2.049673
69.85816,104.5885,24.27052,2.064132
69.46838,103.1893,26.50863,2.097199
68.7816,101.79,28.61778,2.148213
67.94698,98.57576,27.78601,2.21949
67.73183,95.36149,23.88364,2.301904
67.82507,89.68501,19.38854,2.387755
66.74493,84.00853,19.83617,2.470032
65.08065,77.83001,28.39859,2.539878
63.20641,71.6515,59.28058,2.599159
61.22764,67.09284,123.8005,2.630182
59.76865,62.53417,193.96,2.639316
58.56843,60.2371,279.8044,2.63568
57.72914,57.94003,370.4496,2.630503
57.06952,58.00808,372.0536,2.626523
56.84813,58.07614,331.8445,2.615984
56.84489,60.23521,339.5615,2.587866
56.91296,62.39428,476.7886,2.555415
57.01653,66.57265,544.7196,2.514134
57.73565,70.75102,494.3635,2.454775
58.7612,78.46564,330.3902,2.386072
60.72074,86.18026,197.1095,2.328308
63.14525,97.14471,88.04535,2.286902
68.55615,108.1092,30.10517,2.252645
75.45377,116.6802,17.64789,2.231328
82.36933,125.2512,11.66407,2.222824
89.29383,128.4454,9.71449,2.222053
94.96886,131.6395,8.89986,2.221649
100.0219,132.159,8.33573,2.221575
103.1116,132.6784,7.95093,2.223314
105.2241,132.2549,7.90146,2.226023
106.5598,131.8315,7.75657,2.225561
107.509,130.6931,8.03288,2.221394
106.9915,129.5547,9.25855,2.212045
105.7438,127.8672,12.65943,2.198655
102.2936,126.1796,18.39098,2.187244
97.74699,124.3496,21.46402,2.184029
92.64509,122.5196,19.12673,2.187337
87.26677,121.3671,14.25516,2.197098
85.22929,120.2146,10.92417,2.212561
84.855,120.2243,10.29678,2.228833
88.51575,120.2341,10.56374,2.241847
94.1853,121.4332,10.82112,2.251147
100.3595,122.6324,10.21392,2.259497
106.7849,124.5614,9.11187,2.266604
111.8771,126.4903,8.82714,2.273219
116.3056,128.1885,8.84118,2.281075
117.1945,129.8866,8.93645,2.286308
116.3211,130.9413,9.03022,2.282873
115.0794,131.996,9.18993,2.273514
113.6542,132.5481,8.79956,2.258395
112.1814,133.1003,8.05163,2.237685
110.6849,132.9287,7.6529,2.211949
107.522,132.757,7.60447,2.187776
103.5295,131.3425,7.81297,2.168981
99.26973,129.9279,8.03976,2.153575
94.87688,127.527,8.34757,2.142565
90.12658,125.1262,9.16022,2.136489
85.19833,122.9906,10.71065,2.135524
83.2688,120.855,11.5081,2.136722
82.83212,119.5354,10.55759,2.13815
83.82243,118.2157,9.49217,2.13918
85.52315,117.4293,8.79326,2.138338
86.4683,116.6429,8.38832,2.135529
87.03732,116.4734,8.83963,2.130023
87.43468,116.3039,9.32098,2.120917
87.7466,116.7943,8.89337,2.109183
85.51794,117.2848,8.4964,2.095461
82.0245,117.494,8.96763,2.082459
78.35941,117.7031,10.42976,2.075653
74.60886,116.19,16.46282,2.081674
69.65466,114.6769,27.29378,2.095973
64.10125,111.5256,35.67505,2.115091
59.95314,108.3743,46.90977,2.137799
56.50462,105.2944,65.63675,2.159223
55.12679,102.2145,77.75826,2.167908
54.77981,100.1094,79.81355,2.157905
55.33176,98.00434,60.73666,2.141156
56.33122,96.40461,48.74293,2.127457
57.0948,94.80487,47.68765,2.119329
57.74096,93.41283,48.96922,2.12326
58.06243,92.02078,48.62851,2.146534
58.22226,91.18437,46.01665,2.185194
59.00433,90.34795,41.09893,2.225258
60.09617,90.13525,34.60106,2.253817
60.8341,89.92255,28.93217,2.270304
61.39585,89.75851,26.64775,2.267639
61.29101,89.59446,26.92932,2.24326
60.85433,89.22903,30.27632,2.200505
58.68914,88.86359,37.70089,2.154088
55.66343,88.88886,51.04623,2.113736
53.82135,88.91413,55.08699,2.079415
52.56852,89.82884,55.61142,2.055837
52.27707,90.74355,56.01319,2.045492
52.46421,92.02777,50.967,2.048932
54.00572,93.312,44.28667,2.055234
56.22146,94.12546,36.21547,2.060485
58.04077,94.93892,31.07362,2.064722
59.66273,95.4463,28.40939,2.068403
59.66038,95.95367,26.9054,2.069533
58.8494,96.80013,26.5919,2.06496
58.31182,97.64658,28.61796,2.055593
57.91035,98.52881,32.16841,2.039685
57.15218,99.41103,34.64376,2.019526
56.21644,99.57119,36.07659,1.998536
56.07923,99.73134,35.96963,1.980416
56.33956,99.44962,31.03456,1.969564
55.38431,99.1679,24.13952,1.967486
53.8239,99.16168,21.03082,1.976341
54.0966,99.15546,22.68018,1.990422
55.28188,99.19732,25.89012,2.003719
56.12675,99.23919,25.06762,2.015349
56.80217,98.92856,25.80615,2.023438
58.25869,98.61793,28.6765,2.029157
60.10408,98.22842,29.70369,2.035469
60.34259,97.83891,28.54842,2.043469
59.78115,97.53382,28.36673,2.053346
59.80279,97.22874,29.61861,2.062199
60.1147,96.93615,28.81886,2.069943
60.52444,96.64357,24.65543,2.076166
60.98288,96.62577,20.42211,2.079467
62.05153,96.60797,18.43898,2.081073
63.42395,97.15226,19.24605,2.084743
62.79634,97.69654,21.75803,2.094043
61.17305,98.71225,28.49545,2.110923
62.7576,99.72796,33.27287,2.129977
65.93913,100.9228,25.33703,2.147952
69.12065,102.1176,15.60372,2.162544
72.30218,103.2076,11.16337,2.166229
76.90569,104.2976,9.04905,2.158516
82.21711,104.9888,8.3486,2.138431
82.85795,105.6801,7.91835,2.113513
81.17361,105.8285,8.31824,2.086689
78.3829,105.9769,9.76792,2.062047
75.04138,105.799,13.34702,2.044519
71.16914,105.621,16.68091,2.032288
67.0327,105.3927,16.92669,2.025763
64.6055,105.1643,16.98807,2.022027
63.02922,104.9317,17.64199,2.019767
61.74679,104.6991,19.31864,2.019752
60.61066,104.3636,23.401,2.022207
60.39718,104.028,29.07039,2.02397
60.64304,103.451,32.30019,2.026191
61.10919,102.8739,30.04459,2.031791
61.68501,102.2492,23.41296,2.038439
63.22902,101.6245,18.96987,2.041572
65.25504,101.5401,16.45759,2.042669
66.14917,101.4557,13.65984,2.041717
66.47981,102.009,13.00291,2.035748
66.93668,102.5624,14.45014,2.028832
67.45638,103.082,15.06103,2.024541
66.53912,103.6017,14.61052,2.022257
64.90649,103.5692,14.78623,2.021334
62.40192,103.5367,15.45761,2.021243
59.46326,103.0926,16.37508,2.022221
57.09256,102.6486,16.90287,2.023012
55.0046,102.0475,20.07323,2.021646
53.98285,101.4465,25.17762,2.018526
53.49188,100.6387,29.092,2.014577
53.38978,99.83087,30.40152,2.010872
53.48127,98.83666,29.49388,2.008029
53.20339,97.84245,28.59234,2.005834
52.74164,97.0022,32.2645,2.004964
52.13147,96.16194,38.85808,2.005059
51.44742,95.70201,41.02993,2.005918
50.356,95.24207,34.77538,2.007019
49.06179,95.06605,25.84522,2.007389
49.16997,94.89003,18.37889,2.006626
49.97631,94.96236,19.00966,2.006797
51.38615,95.03469,24.29587,2.010752
53.09642,95.41781,34.42617,2.016762
54.11585,95.80092,40.51759,2.023871
54.79135,96.46038,36.43381,2.034025
56.22713,97.11984,30.91409,2.046666
58.04141,98.25564,22.79769,2.059422
60.83195,99.39144,16.9324,2.073329
64.10851,101.3953,13.95088,2.091866
68.65548,103.3991,11.29752,2.111658
73.83489,106.0922,10.22612,2.135238
79.17126,108.7853,11.20081,2.165251
84.58577,111.5863,13.8652,2.198978
89.83013,114.3874,12.95041,2.226437
94.9898,116.975,9.02564,2.243812
99.30669,119.5626,5.99203,2.25797
103.204,121.706,4.99012,2.268158
105.0338,123.8494,4.77917,2.270091
105.8342,125.368,4.97283,2.266021
106.818,126.8865,5.43352,2.264315
107.8932,127.7879,5.87977,2.266389
108.9782,128.6893,6.05009,2.268141
110.0683,128.9431,5.75452,2.266178
111.2609,129.1969,5.59371,2.262602
112.5047,128.7429,5.69989,2.259403
111.7517,128.289,5.55062,2.254402
110.0046,127.2759,5.58237,2.244204
107.5362,126.2628,5.99948,2.229773
104.7086,125.0637,6.2136,2.214736
101.4755,123.8647,6.15888,2.202739
98.04048,122.7629,6.02862,2.194678
94.43138,121.6611,6.23673,2.186877
90.73564,120.5867,7.15193,2.180175
87.75726,119.5124,8.81538,2.176623
85.13602,118.4693,9.92592,2.172664
84.09074,117.4263,9.3224,2.166166
83.83004,116.9201,8.76354,2.158031
84.0836,116.4139,10.60874,2.155808
84.59319,116.8077,15.51627,2.16574
87.49312,117.2015,15.92515,2.180176
91.58307,118.1706,10.41939,2.19625
96.84541,119.1396,6.59897,2.214843
102.6914,120.2447,5.89206,2.23369
106.0433,121.3497,6.81786,2.245788
108.1535,122.3848,7.50255,2.244629
106.6118,123.4198,6.93281,2.235721
103.2521,124.0089,6.10373,2.222184
99.18932,124.598,5.7212,2.203632
94.77659,124.3365,5.96267,2.179731
91.29169,124.075,6.63518,2.154774
88.26869,123.2401,7.55965,2.135037
85.42461,122.4053,7.77533,2.120202
82.6696,121.7392,7.5635,2.110862
81.71164,121.073,7.36359,2.107595
81.64832,120.8787,7.53951,2.110395
83.28095,120.6844,7.5144,2.117136
85.7579,120.7705,6.76053,2.126398
89.54204,120.8567,5.73789,2.136469
93.97693,121.0071,5.64484,2.145366
96.32597,121.1575,6.19103,2.151541
97.63659,121.2184,6.2778,2.152012
96.99615,121.2793,6.22812,2.14902
95.38438,121.1469,7.0507,2.142793
92.75354,121.0145,8.78991,2.137256
89.61535,120.7504,8.90267,2.134573
86.96213,120.4862,7.35419,2.13423
84.55035,120.3394,6.59655,2.137498
83.6646,120.1926,6.41542,2.142606
83.53856,120.3983,6.40355,2.147317
84.55991,120.604,6.26592,2.150199
86.15248,121.1207,6.06865,2.150684
87.26501,121.6374,5.99061,2.149421
88.13855,122.186,6.04209,2.147827
88.69806,122.7347,6.1475,2.147719
89.10123,123.1694,6.25491,2.150915
88.21502,123.6042,6.18216,2.155166
86.68691,124.0073,5.86368,2.158935
87.03139,124.4103,5.62371,2.162722
88.30811,124.8078,5.5714,2.166044
89.20231,125.2053,5.5646,2.166898
89.90609,125.4893,5.59581,2.162064
91.77483,125.7733,5.66665,2.154722
94.22353,125.8399,5.75515,2.147436
94.71043,125.9066,5.7729,2.14203
94.22068,125.775,5.91693,2.141368
93.42359,125.6433,6.06454,2.146173
92.47351,125.4229,5.96613,2.156776
91.17599,125.2025,5.54524,2.168867
89.70552,124.989,5.31068,2.180578
88.92176,124.7756,5.56998,2.19199
88.47987,124.6345,6.33417,2.199661
89.44443,124.4935,7.06286,2.200812
91.10917,124.4095,6.33893,2.197824
90.89471,124.3254,5.31358,2.19604
89.74474,124.2743,5.13911,2.195567
89.13821,124.2232,5.59361,2.194161
88.80223,124.2176,6.19296,2.196706
89.22529,124.2119,6.34996,2.205526
90.02623,124.0663,6.10532,2.21391
91.32937,123.9206,6.2406,2.214012
92.88251,123.3143,6.47329,2.202667
93.03254,122.7079,6.23474,2.184285
92.48404,121.6158,5.86532,2.156827
88.98293,120.5237,6.64532,2.124256
84.0119,119.3279,8.88745,2.096647
80.65552,118.1321,11.21151,2.081619
78.10297,117.2843,10.8941,2.084306
76.31979,116.4365,9.85955,2.101218
74.91962,116.1038,9.73471,2.13102
77.44382,115.7711,9.49992,2.160987
81.92171,115.8798,8.18022,2.185081
85.21535,115.9885,6.90049,2.203062
87.91943,116.5125,6.4623,2.211318
89.59061,117.0364,6.38052,2.211966
90.74758,117.9605,6.30011,2.20391
90.26791,118.8847,6.05256,2.193941
88.97344,120.004,5.71874,2.189146
88.38284,121.1233,5.81183,2.18975
88.14264,122.1578,6.54012,2.194991
89.78389,123.1922,7.33367,2.202995
63.08832,198.1826,1.129879,1.876323
63.93613,198.1741,1.132238,1.871521
64.78394,198.1623,1.134601,1.866719
65.33496,198.1434,1.138798,1.870884
65.88599,198.1131,1.143011,1.875049
66.437,198.069,1.147239,1.879215
66.88809,198.0189,1.135529,1.875423
67.33917,197.9783,1.123938,1.871632
67.79026,197.9595,1.112466,1.867841
67.75495,197.9661,1.119982,1.873585
67.71964,197.9962,1.12755,1.87933
67.68433,198.0427,1.135168,1.885074
67.75937,198.0898,1.132531,1.886152
67.83442,198.1175,1.1299,1.887228
67.90946,198.1146,1.127276,1.888306
68.30946,198.0853,1.119019,1.891365
68.70946,198.0457,1.110822,1.894425
69.10946,198.0165,1.102685,1.897485
69.69629,198.0161,1.106571,1.887924
70.28311,198.0548,1.11047,1.878363
70.86994,198.1279,1.114383,1.868802
70.66994,198.2139,1.121984,1.865566
70.46993,198.2825,1.129638,1.862329
70.26993,198.3087,1.137344,1.859093
69.89079,198.283,1.156358,1.859637
69.51165,198.2149,1.17569,1.860182
69.13251,198.1286,1.195345,1.860726
68.04984,198.0517,1.18997,1.867956
66.96719,197.9986,1.18462,1.875186
65.88452,197.965,1.179293,1.882416
65.43554,197.9386,1.167915,1.881308
64.98656,197.9157,1.156647,1.8802
64.53758,197.905,1.145487,1.879092
64.61672,197.9192,1.140638,1.884937
64.69586,197.9664,1.135808,1.890782
64.775,198.0432,1.131,1.896627
64.45636,198.1319,1.131055,1.893894
64.13772,198.2074,1.13111,1.891161
63.81908,198.2523,1.131165,1.888428
63.46907,198.2654,1.138332,1.889169
63.11908,198.2569,1.145544,1.889911
62.76907,198.2402,1.152803,1.890652
61.61907,198.2275,1.154688,1.884886
60.46907,198.2258,1.156577,1.87912
59.31907,198.2326,1.158469,1.873353
59.24605,198.2365,1.143629,1.870961
59.17302,198.2271,1.12898,1.868569
59.09999,198.2055,1.114518,1.866177
59.57499,198.1776,1.117398,1.863805
60.05,198.143,1.120285,1.861432
60.52499,198.0981,1.12318,1.859059
60.69104,198.0481,1.127137,1.855695
60.85708,198.0067,1.131108,1.85233
61.02312,197.9829,1.135092,1.848966
61.59712,197.9754,1.123132,1.853906
62.17112,197.9768,1.111298,1.858846
62.74512,197.9801,1.099588,1.863786
62.49512,197.978,1.102506,1.865806
62.24512,197.9622,1.105431,1.867825
61.99512,197.9261,1.108364,1.869844
62.00314,197.8705,1.125217,1.872741
62.01117,197.8054,1.142325,1.875639
62.01919,197.7468,1.159694,1.878536
62.41799,197.7091,1.160411,1.875868
62.81679,197.6974,1.161129,1.8732
63.21559,197.7074,1.161847,1.870531
63.66559,197.7333,1.150475,1.87156
64.11559,197.7748,1.139214,1.872588
64.56559,197.8345,1.128063,1.873616
64.39153,197.9066,1.131089,1.871533
64.21746,197.9747,1.134123,1.869449
64.0434,198.0263,1.137165,1.867365
62.7956,198.0659,1.149223,1.866409
61.5478,198.1049,1.161409,1.865454
60.3,198.1432,1.173724,1.864498
59.698,198.1708,1.164087,1.860508
59.096,198.1815,1.154529,1.856519
58.494,198.1776,1.14505,1.852529
59.7418,198.163,1.138919,1.850745
60.9896,198.1407,1.13282,1.848962
62.2374,198.1156,1.126754,1.847178
63.4852,198.0945,1.128076,1.846633
64.73299,198.0818,1.129399,1.846088
65.9808,198.0781,1.130725,1.845543
66.42857,198.0801,1.13597,1.85003
66.87635,198.0822,1.141239,1.854517
67.32413,198.0754,1.146533,1.859005
67.32632,198.0461,1.169814,1.86171
67.32853,197.9813,1.193568,1.864415
67.33073,197.8812,1.217804,1.86712
67.33292,197.7693,1.201912,1.869854
67.33512,197.684,1.186227,1.872588
67.33732,197.6603,1.170747,1.875322
68.34155,197.7116,1.157884,1.871706
69.34577,197.8207,1.145162,1.86809
70.35,197.9481,1.13258,1.864473
71,198.0563,1.133502,1.863163
71.64999,198.1289,1.134426,1.861852
72.3,198.166,1.13535,1.860541
72.6,198.1743,1.143335,1.863637
72.9,198.165,1.151376,1.866734
73.2,198.1499,1.159474,1.869831
72.84773,198.1348,1.160165,1.871823
72.49545,198.1186,1.160857,1.873815
72.14318,198.0961,1.161549,1.875808
71.7909,198.059,1.14637,1.87937
71.43862,197.998,1.13139,1.882933
71.08634,197.9117,1.116606,1.886496
70.98634,197.8139,1.124544,1.885094
70.88634,197.7248,1.132538,1.883691
70.78635,197.653,1.140589,1.882289
69.98862,197.589,1.132551,1.883534
69.1909,197.5218,1.12457,1.884779
68.39317,197.4653,1.116645,1.886024
68.09544,197.4675,1.123549,1.887005
67.79772,197.5822,1.130497,1.887986
67.5,197.8132,1.137487,1.888966
66.11554,198.0921,1.147077,1.883328
64.73109,198.3213,1.156749,1.87769
63.34663,198.4388,1.166502,1.872052
62.54663,198.4406,1.150738,1.860962
61.74663,198.3616,1.135188,1.849872
60.94662,198.251,1.119847,1.838781
60.37054,198.1561,1.126427,1.827505
59.79446,198.1062,1.133045,1.816229
59.21838,198.1053,1.139703,1.804952
58.70097,198.1384,1.151013,1.79639
58.18354,198.1844,1.162436,1.787827
57.66613,198.2215,1.173971,1.779264
59.0401,198.2293,1.154214,1.781846
60.41407,198.1944,1.134789,1.784428
61.78804,198.1205,1.115691,1.787009
62.11188,198.0304,1.119447,1.794207
62.43572,197.9554,1.123215,1.801405
62.75956,197.9188,1.126996,1.808602
63.86144,197.927,1.109285,1.818464
64.96332,197.9699,1.091853,1.828325
66.06519,198.0271,1.074695,1.838187
66.21622,198.0771,1.07251,1.834898
66.36725,198.1063,1.070329,1.831609
66.51828,198.1129,1.068152,1.828321
67.51813,198.1035,1.096709,1.83984
68.51798,198.0867,1.126028,1.851359
69.51783,198.0702,1.156132,1.862879
70.14283,198.0589,1.162381,1.861897
70.76784,198.0561,1.168664,1.860915
71.39284,198.0629,1.17498,1.859933
70.46783,198.0761,1.172998,1.867345
69.54284,198.0907,1.171019,1.874758
68.61784,198.1058,1.169044,1.88217
67.46917,198.1261,1.169838,1.873598
66.3205,198.1541,1.170634,1.865027
65.17184,198.1846,1.171429,1.856455
65.6945,198.2113,1.174724,1.85135
66.21716,198.2336,1.178027,1.846246
66.73981,198.2546,1.18134,1.841141
66.68981,198.2751,1.186702,1.845294
66.63982,198.2923,1.192089,1.849447
66.58981,198.3043,1.197501,1.8536
66.46478,198.3118,1.201367,1.851575
66.33975,198.3173,1.205245,1.849551
66.21472,198.3229,1.209136,1.847526
65.71706,198.3301,1.212075,1.859575
65.2194,198.3403,1.21502,1.871624
64.72174,198.3537,1.217973,1.883673
65.27174,198.3695,1.218669,1.881225
65.82174,198.3872,1.219365,1.878777
66.37173,198.4103,1.220062,1.876328
67.24783,198.4452,1.219832,1.871895
68.12391,198.4934,1.219601,1.867461
69,198.5459,1.219371,1.863028
69.5,198.5847,1.222914,1.853632
70,198.5928,1.226467,1.844236
70.5,198.5626,1.230031,1.83484
71.375,198.4997,1.235651,1.825677
72.25,198.4199,1.241298,1.816515
73.125,198.34,1.24697,1.807352
73.32256,198.2695,1.246159,1.808893
73.52012,198.2091,1.24535,1.810434
73.71768,198.1573,1.24454,1.811975
72.79156,198.1147,1.239797,1.819397
71.86545,198.081,1.235072,1.826819
70.93933,198.054,1.230365,1.834241
70.11433,198.0331,1.231739,1.841655
69.28933,198.0208,1.233114,1.849068
68.46432,198.0172,1.234491,1.856482
67.14071,198.0193,1.241699,1.85615
65.81709,198.0242,1.24895,1.855817
64.49348,198.0306,1.256242,1.855485
64.66959,198.0381,1.26038,1.852037
64.84571,198.0466,1.264532,1.848589
65.02183,198.0581,1.268698,1.845142
64.82943,198.076,1.268265,1.846456
64.63703,198.1012,1.267832,1.84777
64.44463,198.1302,1.2674,1.849084
64.68591,198.1575,1.27059,1.853256
64.92718,198.181,1.273788,1.857428
65.16845,198.2031,1.276995,1.861601
64.94345,198.2239,1.276364,1.864317
64.71844,198.2344,1.275733,1.867033
64.49345,198.2217,1.275103,1.869749
64.86697,198.1821,1.274724,1.865229
65.24049,198.1309,1.274344,1.860709
65.61402,198.0962,1.273965,1.856188
66.89642,198.1004,1.25928,1.856993
68.17881,198.1451,1.244763,1.857797
69.4612,198.2116,1.230414,1.858602
69.9612,198.2767,1.222208,1.85623
70.4612,198.3284,1.214057,1.853859
70.9612,198.3673,1.205961,1.851487
71.23008,198.3952,1.21407,1.852198
71.49895,198.4085,1.222234,1.85291
71.76783,198.4073,1.230453,1.853621
71.89522,198.4006,1.225993,1.852245
72.02261,198.3985,1.22155,1.85087
72.14999,198.4018,1.217122,1.849494
72.77499,198.4035,1.211541,1.852157
73.39999,198.3997,1.205986,1.854819
74.02499,198.3943,1.200456,1.857482
74.17268,198.3959,1.199831,1.864186
74.32037,198.4122,1.199207,1.870891
74.46805,198.444,1.198583,1.877596
74.16687,198.4835,1.192419,1.874623
73.86569,198.5195,1.186287,1.87165
73.56451,198.5449,1.180186,1.868678
72.61452,198.5582,1.169874,1.868858
71.66451,198.5581,1.159652,1.869038
70.71452,198.5391,1.149519,1.869218
70.49183,198.494,1.144937,1.865526
70.26914,198.4223,1.140373,1.861835
70.04646,198.3308,1.135827,1.858144
69.27264,198.226,1.136102,1.858858
68.49882,198.1111,1.136377,1.859572
67.725,197.9938,1.136652,1.860286
67.075,197.8909,1.134524,1.858892
66.425,197.8209,1.132399,1.857498
65.775,197.791,1.130279,1.856104
65.14883,197.7941,1.14055,1.860393
64.52267,197.8136,1.150914,1.864682
63.8965,197.8327,1.161372,1.868971
63.59649,197.8398,1.143385,1.872362
63.29649,197.8299,1.125676,1.875754
62.99649,197.8046,1.108241,1.879145
63.62149,197.7709,1.104397,1.883493
64.24649,197.7393,1.100567,1.88784
64.87149,197.7195,1.09675,1.892188
64.67266,197.7209,1.104137,1.893731
64.47382,197.7564,1.111574,1.895274
64.27499,197.8404,1.119061,1.896817
63.8,197.9749,1.11463,1.891734
63.32499,198.1317,1.110217,1.88665
62.84999,198.2597,1.105821,1.881566
62.39788,198.3197,1.096256,1.872467
61.94576,198.3127,1.086775,1.863367
61.49364,198.2701,1.077376,1.854268
61.42698,198.2224,1.077198,1.852516
61.36031,198.1822,1.077021,1.850763
61.29364,198.1471,1.076843,1.849011
61.99259,198.1115,1.085023,1.85233
62.69153,198.0777,1.093264,1.85565
63.39048,198.0562,1.101568,1.858969
64.24259,198.0551,1.103139,1.866099
65.09471,198.0724,1.104711,1.873228
65.94683,198.0986,1.106286,1.880358
66.79683,198.1243,1.122431,1.876365
67.64683,198.1459,1.138812,1.872373
68.49683,198.1657,1.155431,1.86838
68.87178,198.1871,1.133839,1.868003
69.24673,198.2097,1.112651,1.867627
69.62168,198.2301,1.091858,1.867251
69.14452,198.2473,1.083355,1.860696
68.66735,198.2636,1.074918,1.854141
68.19019,198.2815,1.066547,1.847586
68.73185,198.2999,1.065049,1.848487
69.27352,198.3148,1.063553,1.849388
69.81519,198.3224,1.06206,1.850289
69.49129,198.3218,1.065716,1.850865
69.1674,198.3149,1.069386,1.851442
68.84351,198.3052,1.073068,1.852018
70.34567,198.2957,1.081011,1.855242
