GR,DTCO,RES,RHOB
84.07579,197.153,0.887443,2.017325
86.48348,197.1631,0.885878,2.00236
85.37608,197.1682,0.884319,1.985599
84.26869,197.1073,0.709345,1.968839
83.16129,196.8987,0.709701,1.952079
82.57867,196.4803,0.710058,1.908631
81.99604,195.854,0.710414,1.865184
81.41341,195.115,0.710772,1.821737
80.68877,194.4336,0.711129,1.819744
79.96413,193.9788,0.749753,1.817752
79.23948,193.8273,0.749408,1.815759
80.98857,193.9265,0.804021,1.821447
82.73766,194.1411,0.790335,1.827135
84.48675,194.3395,0.758359,1.832823
85.1474,194.4469,0.754409,1.880643
85.80806,194.4534,0.750493,1.928463
86.46871,194.3838,0.752413,1.976282
86.48095,194.2809,0.752247,1.971024
86.49319,194.184,0.71561,1.965766
86.50543,194.1161,0.716807,1.960508
85.11176,194.0835,0.718008,1.954188
83.71809,194.079,0.735909,1.947868
82.32441,194.1036,0.729984,1.941549
80.83838,194.1601,0.730587,1.929997
79.35236,194.2377,0.73119,1.918446
77.86633,194.2882,0.731794,1.906895
76.63634,194.2408,0.718472,1.903445
75.40636,194.0549,0.711243,1.899995
74.17637,193.7655,0.714149,1.896546
73.8475,193.4659,0.714538,1.895967
73.51863,193.2519,0.714928,1.895389
73.18976,193.1801,0.715319,1.894811
73.29146,193.2528,0.721768,1.898199
73.39317,193.4188,0.72625,1.901586
73.49487,193.5927,0.727948,1.904974
73.98894,193.6927,0.734965,1.902635
74.483,193.6971,0.736884,1.900296
74.97707,193.6455,0.735515,1.897957
75.25975,193.5964,0.734151,1.889355
75.54243,193.5821,0.73279,1.880753
75.8251,193.6006,0.731434,1.87215
75.10891,193.6307,0.738121,1.864899
74.39272,193.6515,0.746,1.857647
73.67652,193.6469,0.752152,1.850396
74.23788,193.5986,0.752548,1.850259
74.79926,193.4838,0.752945,1.850122
75.36062,193.2796,0.753343,1.849985
76.63818,192.9843,0.76687,1.856674
77.91573,192.6291,0.767338,1.863364
79.19329,192.2753,0.767806,1.870053
81.16804,191.9883,0.792257,1.873464
83.14278,191.8282,0.805227,1.876875
85.11752,191.842,0.805979,1.880286
84.85707,192.0545,0.806731,1.883642
84.59663,192.4449,0.833264,1.886999
84.33617,192.9322,0.842201,1.890356
84.73736,193.402,0.84256,1.895626
85.13855,193.7641,0.848507,1.900896
85.53973,193.985,0.860681,1.906166
85.24373,194.0755,0.919044,1.906344
84.94773,194.0515,0.950624,1.906522
84.65173,193.9162,0.952303,1.906699
84.56349,193.6737,0.953987,1.9009
84.47525,193.364,1.045361,1.895101
84.38702,193.0551,1.037439,1.889301
83.36748,192.8202,1.029626,1.894684
82.34793,192.6894,1.021915,1.900068
81.32839,192.6386,1.014304,1.905451
80.30885,192.6176,0.692534,1.90868
79.28931,192.5914,0.675764,1.911909
78.26977,192.5883,0.677674,1.915138
78.22246,192.695,0.679594,1.917018
78.17514,192.9937,0.704549,1.918898
78.12783,193.4881,0.757082,1.920779
78.35018,194.0797,0.981009,1.913503
78.57254,194.6345,0.985998,1.906228
78.79489,195.0773,0.991029,1.898953
78.90991,195.4277,0.996105,1.894718
79.02493,195.7378,0.999606,1.890484
79.13995,196.0321,0.997512,1.88625
79.03261,196.2938,0.995993,1.892646
78.92528,196.4845,0.895846,1.899042
78.81794,196.5615,0.895603,1.905438
77.05637,196.4723,0.731743,1.870551
75.2948,196.1895,0.722949,1.835664
73.53323,195.7512,0.714325,1.800777
71.87899,195.2586,0.705873,1.799839
70.22475,194.8145,0.697581,1.798902
68.57051,194.4595,0.689446,1.797964
68.40931,194.1678,0.681469,1.771078
68.24812,193.8895,0.673639,1.744192
68.08691,193.6007,0.665954,1.717307
69.18975,193.3256,0.816272,1.765124
70.29258,193.1211,0.849897,1.81294
71.39542,193.0483,0.850245,1.860757
72.11891,193.1249,0.79657,1.866436
72.8424,193.3037,0.761161,1.872114
73.5659,193.4947,0.775929,1.877793
72.79635,193.6267,0.78051,1.918744
72.0268,193.679,0.785133,1.959695
71.25726,193.6709,0.854129,2.000646
71.38753,193.6328,0.856024,1.966694
71.5178,193.5889,0.857926,1.932742
71.64807,193.5543,0.859834,1.89879
72.15768,193.5346,0.818149,1.881292
72.6673,193.5264,0.796778,1.863794
73.17691,193.5247,0.803353,1.846297
71.77409,193.5277,0.805477,1.837342
70.37127,193.5369,0.840317,1.828387
68.96845,193.5541,0.809602,1.819432
67.39217,193.5833,0.617441,1.830134
65.81589,193.6275,0.647579,1.840836
64.2396,193.701,0.700566,1.851538
62.468,193.8325,0.705318,1.865448
60.69641,194.0511,0.71012,1.879358
58.92481,194.3517,0.808113,1.893268
59.59649,194.6775,0.845589,1.881153
60.26817,194.9509,0.846533,1.869038
60.93985,195.1264,0.843618,1.856923
61.86785,195.2103,0.839929,1.857704
62.79584,195.2352,0.836268,1.858486
63.72383,195.2283,0.832636,1.859268
63.45197,195.2008,0.815447,1.858531
63.18011,195.1547,0.847109,1.857794
62.90825,195.0965,0.851121,1.857056
63.70869,195.036,0.855167,1.880631
64.50913,194.9854,0.859245,1.904205
65.30958,194.9514,0.863358,1.92778
64.06391,194.9317,0.867505,1.92682
62.81825,194.9192,0.843112,1.92586
61.57259,194.9063,0.778212,1.924901
61.7221,194.8935,0.758998,1.930234
61.8716,194.8941,0.742907,1.935566
62.02111,194.934,0.727861,1.940899
60.56747,195.0331,0.717784,1.939872
59.11382,195.1857,0.718697,1.938844
57.66017,195.3425,0.720649,1.937816
57.85882,195.4222,0.722609,1.948274
58.05746,195.349,0.724575,1.958731
58.25611,195.1046,0.736637,1.969189
59.91417,194.7414,0.737825,1.956769
61.57223,194.3397,0.743286,1.944349
63.23029,193.9501,0.746165,1.931929
64.88835,193.5897,0.763366,1.921427
66.54641,193.2781,0.765786,1.910925
68.20448,193.0529,0.768212,1.900423
68.85493,192.9417,0.770646,1.897521
69.50539,192.9371,0.773088,1.894619
70.15584,193.0194,0.775536,1.891718
68.32809,193.1941,0.772623,1.895489
66.50036,193.4857,0.776515,1.899261
64.67262,193.8918,0.784219,1.903033
64.11489,194.3445,0.792056,1.904052
63.55717,194.7421,0.800023,1.905071
62.99945,195.0149,0.856957,1.906091
62.72865,195.1578,0.879276,1.902442
62.45783,195.2105,0.882814,1.898793
62.18702,195.2086,0.872654,1.895144
61.7626,195.1715,0.86266,1.897771
61.33818,195.1157,0.852824,1.900398
60.91376,195.0726,0.843141,1.903025
58.82,195.0681,0.90163,1.905975
56.72625,195.0902,0.928216,1.908925
54.63249,195.1018,0.970707,1.911876
53.62798,195.097,0.971469,1.925341
52.62347,195.1418,0.972232,1.938807
51.61895,195.3341,0.915365,1.952273
51.03106,195.7261,0.916292,1.968334
50.44317,196.279,1.145366,1.984396
49.85527,196.8798,1.149533,2.000457
49.6667,197.3913,1.04871,2.008853
49.47812,197.6989,1.010666,2.01725
49.28955,197.7522,0.993693,2.025646
48.14107,197.5827,0.998485,2.025047
46.99258,197.2894,0.977876,2.024448
45.8441,196.9881,0.92508,2.023849
47.53317,196.7407,0.915808,1.978244
49.22224,196.5281,0.906689,1.932639
50.9113,196.2774,0.931442,1.887034
51.4053,195.9219,0.877682,1.855956
51.8993,195.4468,0.885642,1.824877
52.3933,194.8947,0.882695,1.793799
53.28,194.3358,0.879722,1.74209
54.16671,193.8397,0.876728,1.690382
55.05341,193.4523,0.873712,1.638674
53.85834,193.1808,0.870669,1.618915
52.66327,192.9938,0.910344,1.599157
51.4682,192.8369,0.953315,1.579399
50.97688,192.6626,0.907466,1.56966
50.48555,192.4552,0.907565,1.559921
49.99423,192.2336,0.907657,1.550182
49.02974,192.0332,0.907743,1.555349
48.06524,191.8825,0.889598,1.560515
47.10075,191.79,0.853555,1.565682
46.51911,191.744,0.876842,1.581885
45.93747,191.7257,0.87079,1.598088
45.35582,191.7202,0.864766,1.614291
45.26551,191.7188,0.824651,1.63174
45.17519,191.7188,0.817974,1.649189
45.08487,191.7188,0.837674,1.666637
46.22891,191.7188,0.834303,1.666594
47.37295,191.7188,0.82349,1.66655
48.51699,191.7202,0.81294,1.666506
49.27818,191.7271,0.763893,1.656993
50.03936,191.7495,0.769571,1.647479
50.80055,191.8083,0.775301,1.637966
51.09584,191.9313,0.781085,1.609012
51.39114,192.1423,0.770794,1.580058
51.68644,192.4469,0.771906,1.551103
51.22055,192.84,0.773022,1.524733
50.75466,193.3232,0.77414,1.498363
50.28877,193.9137,0.775261,1.471992
50.67891,194.629,0.776385,1.454111
51.06906,195.4699,0.777512,1.436229
51.4592,196.4143,0.782601,1.418348
53.40137,197.42,0.78115,1.388574
55.34355,198.4304,0.778891,1.3588
57.28572,199.3882,0.776626,1.329026
59.27569,200.2618,0.764022,1.310052
61.26566,201.0616,0.763602,1.291078
63.25563,201.8237,0.763183,1.272104
64.38957,202.5756,0.762764,1.24627
65.52351,203.3084,0.762346,1.220436
66.65744,203.9805,0.742082,1.194602
66.52251,204.5411,0.743656,1.184552
66.38759,204.9565,0.744615,1.174502
66.25266,205.2234,0.744323,1.164452
63.41393,205.3689,0.744031,1.15679
60.57519,205.4345,0.742329,1.149128
57.73645,205.4541,0.730063,1.141466
54.89771,205.4445,0.730095,1.142169
52.05897,205.3952,0.738329,1.142872
49.22023,205.2737,0.738813,1.143575
47.28557,205.0467,0.803003,1.145088
45.35091,204.715,0.837909,1.146601
43.41625,204.3338,0.856727,1.148113
45.90545,203.981,0.850022,1.149383
48.39464,203.6966,0.845985,1.150653
50.88383,203.4575,0.845081,1.151923
53.01492,203.2149,0.858162,1.154478
55.146,202.9433,0.916177,1.157034
57.27708,202.652,0.915853,1.15959
58.68681,202.3592,0.915529,1.163497
60.09653,202.0658,0.908103,1.167405
61.50626,201.767,0.893945,1.171312
61.35214,201.468,0.904731,1.171827
61.19803,201.1864,0.910291,1.172342
61.04392,200.94,0.910446,1.172857
59.70492,200.7263,0.910601,1.164434
58.36591,200.5235,0.910756,1.156011
57.02691,200.277,0.910911,1.147587
58.01711,199.9056,0.893933,1.14119
59.00731,199.3377,0.893114,1.134793
59.99751,198.5818,0.748452,1.128395
59.88351,197.7693,0.744446,1.124342
59.76952,197.0928,0.624091,1.12029
59.65552,196.7082,0.620115,1.116237
63.5245,196.6818,0.616176,1.116531
67.39348,197.0068,0.733052,1.116826
71.26246,197.6102,0.735661,1.117121
72.31615,198.3588,0.738288,1.117236
73.36984,199.1118,0.74093,1.117351
74.42354,199.7923,0.743588,1.117467
76.06256,200.4048,0.746263,1.116617
77.70158,200.9633,0.748955,1.115767
79.3406,201.4505,0.705453,1.114916
79.27377,201.8409,0.704821,1.138542
79.20694,202.1359,0.70419,1.162168
79.14011,202.362,0.735347,1.185794
79.81085,202.529,0.746479,1.229953
80.4816,202.6142,0.757888,1.274112
81.15234,202.5466,0.871763,1.318271
83.10903,202.2301,0.886874,1.37986
85.06573,201.6031,0.864282,1.441449
87.02242,200.721,0.869717,1.503038
86.33008,199.7708,0.870259,1.532226
85.63773,198.9722,0.870802,1.561414
84.94538,198.4416,0.871345,1.590602
85.71732,198.1525,0.789321,1.590602
86.48927,197.9897,0.790724,1.590602
87.26121,197.8288,0.792131,1.590602
87.36141,197.581,0.793543,1.571675
87.46162,197.2218,0.794958,1.552748
87.56182,196.782,0.796378,1.533821
87.96797,196.3149,0.824537,1.562582
88.37413,195.8468,0.839649,1.591343
88.78028,195.3817,0.84104,1.620104
89.7007,194.945,0.842435,1.645022
90.62111,194.595,0.843834,1.669939
91.54153,194.3769,0.852395,1.694857
89.66679,194.2797,0.852935,1.759741
87.79206,194.2414,0.850704,1.824626
85.91733,194.2012,0.716977,1.88951
85.03162,194.1487,0.717204,1.878452
84.1459,194.1235,0.7655,1.867393
83.26019,194.1673,0.767361,1.856335
79.86382,194.2631,0.77607,1.861267
76.46746,194.317,0.783405,1.866198
73.0711,194.2099,0.78279,1.871129
72.87917,193.8913,0.782176,1.864116
72.68726,193.4277,0.781563,1.857102
72.49533,192.9571,0.780951,1.850089
74.10119,192.5948,0.78034,1.842808
75.70705,192.375,0.761434,1.835528
77.3129,192.267,0.761023,1.828247
79.19938,192.2242,0.79845,1.818104
81.08585,192.2101,0.740789,1.807961
82.97233,192.2139,0.745822,1.797817
83.87106,192.2424,0.750904,1.779511
84.76978,192.3301,0.756034,1.761205
85.66851,192.5419,0.76262,1.742899
84.07816,192.936,0.76268,1.740833
82.48781,193.4937,0.762741,1.738768
80.89746,194.0794,0.916982,1.736702
80.03957,194.5097,0.875545,1.756023
79.18169,194.6902,0.802242,1.775344
78.3238,194.6716,0.785365,1.794665
77.74503,194.5733,0.783168,1.831357
77.16624,194.4739,0.779134,1.868048
76.58747,194.3805,0.77974,1.90474
77.67028,194.2618,0.780346,1.930768
78.7531,194.0995,0.780953,1.956795
79.83591,193.8946,0.78156,1.982823
80.60648,193.6545,0.821985,1.97761
81.37707,193.3827,0.844783,1.972398
82.14764,193.1009,0.847302,1.967185
82.62109,192.8859,0.849834,1.970122
83.09453,192.8517,0.879413,1.97306
83.56797,193.0672,0.832909,1.975997
83.69106,193.4774,0.829238,1.973809
83.81416,193.9212,0.70451,1.971621
83.93725,194.2449,0.696935,1.969434
84.40244,194.4008,0.499686,1.95066
84.86763,194.4451,0.502684,1.931886
85.33282,194.458,0.505712,1.913112
85.16337,194.4643,0.776532,1.895509
84.99392,194.4169,0.781958,1.877905
84.82446,194.2594,0.788965,1.860301
84.65501,193.9901,0.820346,1.847127
84.48556,193.6829,0.835635,1.833953
84.3161,193.4377,0.836923,1.82078
82.98358,193.3054,0.833864,1.828605
81.65106,193.2669,0.830696,1.836429
80.31854,193.2696,0.830617,1.844254
80.8083,193.2723,0.795584,1.851885
81.29806,193.2603,0.760816,1.859515
81.78782,193.2449,0.750343,1.867145
82.27758,193.2513,0.748317,1.880716
82.76734,193.3158,0.7463,1.894288
83.2571,193.4662,0.744292,1.907859
84.1476,193.7024,0.738472,1.910567
85.03809,193.9915,0.743886,1.913275
85.92859,194.2786,0.745127,1.915984
85.3349,194.5179,0.760591,1.924727
84.74121,194.6954,0.769505,1.93347
84.14752,194.8199,0.775815,1.942214
84.38535,194.8971,0.847912,1.944859
84.62318,194.8985,0.892642,1.947504
84.86102,194.7709,0.896455,1.950149
84.74048,194.4736,0.835575,1.957116
84.61993,194.0269,0.800431,1.964083
84.4994,193.5229,0.793956,1.971051
83.84808,193.0826,0.788334,1.972111
83.19677,192.7854,0.776632,1.973171
82.54546,192.6375,0.770523,1.974231
82.56847,192.6069,0.771159,1.981944
82.59147,192.6657,0.771795,1.989657
82.61448,192.8018,0.772433,1.997371
81.60229,192.9973,0.773071,1.997902
80.59012,193.2083,0.775162,1.998434
79.57793,193.3823,0.780378,1.998966
81.01574,193.4824,0.795574,1.999981
82.45355,193.502,0.767021,2.000997
83.89136,193.4554,0.763576,2.002013
83.26661,193.3614,0.760408,1.997694
82.64186,193.2399,0.757711,1.993375
82.01711,193.1127,0.75807,1.989057
81.31599,193.0188,0.764365,1.990158
80.61487,193.011,0.777491,1.99126
79.91375,193.1346,0.790926,1.992361
79.35791,193.394,0.813249,1.989057
78.80206,193.74,0.814702,1.985753
78.24622,194.0901,0.81616,1.98245
78.86562,194.3735,0.817621,1.964452
79.48502,194.5618,0.819086,1.946454
80.10442,194.6716,0.820555,1.928456
81.233,194.7402,0.655543,1.9107
82.36158,194.7906,0.608314,1.892944
83.49017,194.8145,0.602057,1.875188
82.23009,194.7984,0.623397,1.869595
80.97002,194.7522,0.638305,1.864002
79.70995,194.7126,0.640811,1.85841
77.83136,194.7084,0.643334,1.881184
75.95277,194.7361,0.643554,1.903957
74.07418,194.7687,0.644299,1.926731
73.68307,194.7845,0.645045,1.949991
73.29196,194.7808,0.645792,1.973251
72.90086,194.7691,0.646541,1.996512
74.64624,194.7615,0.647292,2.002283
76.39162,194.7649,0.805106,2.008055
78.137,194.7802,0.803782,2.013826
80.09958,194.8057,0.792,2.004172
82.06215,194.8374,0.786211,1.994518
84.02473,194.8723,0.785771,1.984864
84.5532,194.9106,0.741257,1.977774
85.08167,194.9568,0.740792,1.970684
85.61014,195.015,0.740328,1.963593
85.52061,195.0879,0.739865,1.956491
85.43108,195.1795,0.739402,1.949389
85.34155,195.2958,0.682923,1.942287
83.87328,195.4363,0.692839,1.935656
82.405,195.5835,0.70299,1.929025
80.93673,195.7084,0.713382,1.922394
80.37582,195.7919,0.766997,1.917416
79.81491,195.8331,0.751078,1.912438
79.25401,195.8487,0.689961,1.907459
78.00389,195.8657,0.688697,1.911492
76.75378,195.9151,0.687438,1.915525
75.50367,196.0159,0.777354,1.919558
75.4151,196.1561,0.781303,1.921673
75.32652,196.2934,0.795673,1.923788
75.23795,196.3815,0.780823,1.925903
74.43694,196.3933,0.780881,1.92919
73.63592,196.3242,0.78094,1.932478
72.8349,196.1902,0.780998,1.935765
71.59192,196.0247,0.781056,1.934504
70.34895,195.8663,0.781114,1.933243
69.10596,195.7363,0.781173,1.931982
69.91051,195.6226,0.781231,1.932791
70.71506,195.4966,0.781289,1.933599
71.51961,195.3428,0.739806,1.934408
72.38742,195.1782,0.714038,1.92948
73.25524,195.0402,0.700679,1.924551
74.12305,194.9617,0.716656,1.919623
75.53947,194.9543,0.739249,1.918648
76.95588,195.0088,0.741231,1.917673
78.37229,195.0854,0.743225,1.916699
77.15329,195.1126,0.789124,1.913537
75.9343,195.0146,0.792489,1.910375
74.71529,194.7675,0.795878,1.907212
75.12841,194.4316,0.785532,1.905762
75.54153,194.1116,0.778452,1.904312
75.95465,193.8835,0.777259,1.902862
76.3497,193.7582,0.741831,1.902905
76.74475,193.7035,0.723901,1.902948
77.1398,193.684,0.722456,1.902991
76.22069,193.6784,0.687538,1.910412
75.30158,193.6836,0.759068,1.917833
74.38247,193.703,0.763087,1.925253
74.90027,193.7588,0.771501,1.925217
75.41808,193.8854,0.774687,1.925181
75.93587,194.1132,0.774907,1.925146
75.49753,194.4232,0.802795,1.926678
75.05917,194.7249,0.828789,1.928211
74.62083,194.8988,0.832801,1.929743
77.73195,194.8872,0.831489,1.919782
80.84308,194.7395,0.828204,1.909821
83.9542,194.5761,0.81899,1.89986
83.39725,194.5089,0.816784,1.890235
82.8403,194.5884,0.814589,1.880611
82.28336,194.795,0.744662,1.870986
81.20243,195.0608,0.742139,1.861464
80.12151,195.2974,0.730014,1.851942
79.04059,195.4426,0.729478,1.84242
76.31224,195.4597,0.728943,1.840203
73.5839,195.3214,0.712764,1.837986
70.85555,195.0047,0.681167,1.83577
69.01304,194.5333,0.679327,1.838361
67.17052,194.0076,0.622495,1.840952
65.328,193.5802,0.620987,1.843543
64.95612,193.3743,0.619484,1.853971
64.58424,193.428,0.617988,1.8644
64.21235,193.6808,0.621733,1.874828
65.30479,194.0034,0.622568,1.86953
66.39722,194.2317,0.623405,1.864232
67.48966,194.2214,0.714127,1.858934
67.73842,193.8959,0.71708,1.855908
67.98718,193.2946,0.720052,1.852882
68.23594,192.5717,0.82131,1.849856
68.49419,191.9233,0.802193,1.852994
68.75244,191.4748,0.783798,1.856131
69.01069,191.2347,0.766086,1.859269
68.50565,191.1347,0.624754,1.839593
68.0006,191.1022,0.627225,1.819918
67.49556,191.0926,0.658675,1.800242
69.10281,191.0871,0.638213,1.809876
70.71005,191.0702,0.623951,1.81951
72.3173,191.029,0.614524,1.829143
74.82432,190.9499,0.618748,1.830449
77.33134,190.8286,0.620636,1.831756
79.83836,190.6751,0.620614,1.833062
79.88422,190.5069,0.620592,1.862949
79.93007,190.3383,0.62057,1.892836
79.97593,190.1804,0.620548,1.922723
79.11557,190.0461,0.621394,1.924998
78.2552,189.9477,0.620969,1.927273
77.39484,189.8882,0.621018,1.929547
75.48331,189.8595,0.621066,1.933715
73.57178,189.8483,0.621115,1.937882
71.66024,189.8449,0.661203,1.942049
71.70537,189.8442,0.666272,1.943452
84.96761,207.4732,0.782309,1.512494
82.94218,207.6881,0.784694,1.505458
89.01566,208.2861,0.775185,1.501482
85.78482,208.6324,0.777381,1.498383
86.1004,208.5459,0.780994,1.495266
86.86795,208.4609,0.780459,1.491968
89.6161,208.4326,0.786068,1.491076
88.28691,208.1894,0.796999,1.489778
87.41457,207.8546,0.800745,1.49736
98.70068,207.6982,0.826506,1.507102
91.68375,207.8251,0.841988,1.52155
94.85989,208.0419,0.84675,1.521491
97.41125,208.1391,0.853187,1.525134
94.12128,208.1405,0.858109,1.516231
91.32683,208.1047,0.852702,1.5138
99.05972,208.0316,0.818423,1.510335
99.06078,207.94,0.823328,1.510391
96.14806,207.887,0.835058,1.514914
89.38549,207.9006,0.767378,1.509942
96.84464,207.7882,0.797306,1.507157
97.70757,207.393,0.799581,1.496616
95.25381,207.0357,0.737003,1.495818
96.81887,207.0021,0.737657,1.490654
98.13435,207.1809,0.738182,1.483316
88.63326,207.4957,0.716166,1.467163
84.36317,208.2812,0.699828,1.467677
91.69637,209.2018,0.709806,1.463888
82.21497,209.3576,0.715398,1.46247
77.9464,209.2094,0.715434,1.452396
87.0975,209.3851,0.742668,1.459486
94.54385,209.6008,0.741447,1.471586
92.0802,209.5798,0.743428,1.48851
93.4712,209.2222,0.751069,1.499
90.59462,208.6389,0.769703,1.514581
92.2065,207.9725,0.783375,1.524227
91.72852,207.6992,0.802228,1.542769
94.22346,208.047,0.80864,1.557043
95.66486,208.2731,0.808631,1.572243
97.40009,208.0482,0.826041,1.584815
94.7504,207.7107,0.826737,1.594477
97.99438,207.5703,0.836442,1.60009
97.02568,207.6263,0.855061,1.60733
94.88045,207.6342,0.842454,1.610872
100.0609,207.56,0.863085,1.607932
98.54461,207.4808,0.848585,1.599484
99.42075,207.4606,0.831976,1.594032
99.5531,207.5307,0.832492,1.594889
104.3217,207.6305,0.835991,1.589974
101.0238,207.6961,0.841062,1.573378
97.4921,207.7331,0.813393,1.556435
99.0857,207.7344,0.81158,1.547977
95.9846,207.6366,0.805648,1.539934
90.64293,207.4461,0.763884,1.526416
92.8245,207.6824,0.743309,1.511282
92.25624,208.3598,0.748575,1.508459
86.05718,208.6382,0.748051,1.510944
85.61375,208.5842,0.759929,1.504268
88.25172,208.331,0.770421,1.500001
88.13882,207.6526,0.785657,1.507012
84.81982,206.9989,0.815381,1.521528
83.99889,206.6208,0.838052,1.538084
97.6501,206.4104,0.844519,1.548282
93.88975,206.4019,0.844202,1.560951
92.30921,206.4929,0.861268,1.564865
96.06148,206.3616,0.868243,1.569597
100.8774,205.9051,0.944791,1.575386
92.97906,205.515,0.961379,1.598818
100.4829,205.5382,0.924882,1.612457
99.11815,205.8486,0.979836,1.621907
104.041,206.0985,0.928736,1.620424
103.5119,205.9201,0.957719,1.631645
97.12693,205.5514,0.928923,1.642161
103.0322,205.482,0.874457,1.652166
103.4905,205.6714,0.872254,1.644477
103.5007,205.9835,0.866501,1.633309
102.6818,206.2305,0.849423,1.617413
100.3408,206.2291,0.873081,1.611278
99.99052,206.0209,0.863763,1.604056
95.69985,205.9296,0.848204,1.601809
95.90568,206.1264,0.831203,1.592066
94.89835,206.354,0.840847,1.58573
86.34903,206.5723,0.836454,1.5785
89.02662,206.7793,0.816262,1.573952
90.60584,206.7373,0.822847,1.570346
86.85194,206.4298,0.822145,1.561769
85.14986,206.0644,0.844686,1.558713
89.38701,205.8915,0.850586,1.555936
89.00771,205.7913,0.843804,1.558452
87.2004,205.5224,0.85491,1.565072
82.57359,205.3117,0.850372,1.579179
91.00823,205.3539,0.839805,1.598994
81.93996,205.5302,0.857702,1.608949
81.7983,205.6689,0.836318,1.611406
90.31969,205.7069,0.833471,1.604139
94.15826,205.7007,0.828678,1.601151
91.32535,205.7027,0.840171,1.593073
90.79028,205.7268,0.834256,1.583538
88.2261,205.7352,0.858994,1.577867
88.84191,205.674,0.874327,1.578406
94.1466,205.5598,0.881205,1.589042
91.11615,205.4589,0.895733,1.597488
94.20493,205.4667,0.907711,1.610413
96.1217,205.6562,0.920455,1.629195
98.3194,205.9343,0.922928,1.646729
95.25891,206.1262,0.906428,1.661528
101.4416,206.1516,0.883431,1.660297
93.33334,205.9966,0.891544,1.660072
98.1436,205.7923,0.867142,1.652038
99.57423,205.7138,0.850724,1.645094
96.01968,205.7679,0.840714,1.633777
91.7745,205.9862,0.847533,1.62745
92.74057,206.4451,0.858014,1.610334
91.61966,207.0099,0.808051,1.587873
93.90262,207.3815,0.799368,1.566812
94.1424,207.3728,0.81498,1.56185
90.71947,206.9593,0.793912,1.559515
94.50108,206.3976,0.830681,1.564169
94.61537,206.0505,0.815423,1.56786
94.5239,205.9187,0.832547,1.59257
91.98705,205.8166,0.84198,1.593755
94.42149,205.7309,0.885668,1.599466
93.74725,205.7621,0.9116,1.597222
92.95686,205.8905,0.852311,1.625664
101.4916,205.9597,0.873143,1.637929
101.9155,205.8653,0.866881,1.646549
95.62968,205.7907,0.877308,1.632856
101.4361,206.0332,0.878539,1.624492
93.75143,206.4118,0.863777,1.615882
98.6617,206.5352,0.86643,1.613835
95.23069,206.4021,0.865975,1.61047
94.57616,206.1891,0.847476,1.607291
99.24934,205.9903,0.853409,1.604965
99.29195,205.8831,0.855599,1.608891
93.27213,205.8241,0.870238,1.60464
96.56738,205.6764,0.871955,1.597869
98.86835,205.4368,0.900507,1.591548
97.71111,205.1481,0.902903,1.594561
102.7305,204.8876,0.906276,1.605185
100.921,204.8133,0.885163,1.61844
95.17984,204.9685,0.903521,1.634737
98.32851,205.2777,0.8951,1.643216
99.54031,205.5937,0.907771,1.653264
107.6181,205.7573,0.899845,1.657716
107.1744,205.7867,0.889744,1.663191
98.6986,205.7319,0.912094,1.662564
101.1612,205.5986,0.910062,1.657437
99.26649,205.4648,0.899715,1.654254
98.66331,205.5316,0.920848,1.650075
97.85571,205.7778,0.886524,1.643943
94.31336,205.8772,0.897914,1.641714
91.72081,205.6821,0.90719,1.64897
95.26999,205.043,0.909498,1.665549
100.2828,204.1541,0.897381,1.673058
99.79419,203.5387,0.88763,1.667516
96.1631,203.1931,0.884001,1.662223
94.6583,202.9062,0.897934,1.652646
98.05246,202.6376,0.94451,1.640994
89.76243,202.5029,0.966859,1.650069
88.5086,202.6031,0.936381,1.670367
93.66935,202.92,0.94265,1.694779
90.93397,203.3492,0.92201,1.688452
96.86046,203.6844,0.942669,1.685986
97.6536,203.8527,0.921795,1.681978
98.08226,203.9467,0.930299,1.682409
88.8222,204.1035,0.913236,1.677832
94.18797,204.3223,0.916055,1.683946
93.87148,204.5041,0.913321,1.694528
93.23843,204.6466,0.901184,1.700176
92.17779,204.7921,0.901501,1.704298
93.75509,204.8763,0.909092,1.702473
89.02799,204.7594,0.898907,1.700539
91.18439,204.4813,0.904304,1.688082
92.35635,204.3781,0.904632,1.677685
92.86012,204.6458,0.89259,1.670349
93.5067,204.9865,0.881377,1.662433
89.30171,205.0356,0.885872,1.64825
94.29933,204.653,0.884961,1.637235
93.70963,204.0368,0.892923,1.634698
97.38171,203.6232,0.879717,1.630008
105.3726,203.5537,0.882352,1.62891
105.4356,203.6436,0.900505,1.636483
106.9557,203.6554,0.896485,1.645792
103.7634,203.4538,0.894816,1.648181
96.86497,203.0939,0.88819,1.645432
100.0903,202.8795,0.895851,1.646118
98.84608,202.9885,0.889856,1.645488
99.89651,203.1981,0.911187,1.649334
96.97913,203.3618,0.908002,1.655404
101.1743,203.4967,0.957653,1.664771
99.70406,203.604,0.945145,1.666621
83.22857,203.6681,0.946525,1.669723
106.7382,203.6327,0.934699,1.672457
104.983,203.5673,0.939976,1.679871
105.305,203.6716,0.948137,1.673417
98.67124,203.9747,0.928452,1.667605
98.97943,204.2478,0.927841,1.656991
102.3594,204.4185,0.919782,1.661995
104.8254,204.5926,0.928964,1.663934
103.1422,204.5812,0.936667,1.669707
101.2788,204.2579,0.940334,1.66389
108.421,204.0184,0.938694,1.666835
106.0874,204.1969,0.946898,1.670729
